R-5,勃根地酒紅頭盔任務線,騎士團們,為什麼柯塔娜怪怪的？,神秘人,因為她是我的女兒啊！她繼承了我的獨樹一格跟智慧，不相信的話來跟我比拚一回吧！,想不到你還蠻有一手的，那我告訴你一個秘密，如果你想要知道什麼事的話去找沃德吧！,,,200,0,0,
R-6,勃根地酒紅頭盔任務線,騎士團們,你是沃德嗎？我想要問你一些問題。,沃德,是誰叫你來找我的？雖然我知曉很多事，但我想有些事必須要跟你澄清，神秘人並不是柯塔娜的父親。看來你的識人程度有必要再加強，這樣好了我建議你拍照記錄吧!這樣你就不會忘記了。,對了我剛剛好像聽到阿克在找你們。,,,200,0,0,
R-7,勃根地酒紅頭盔任務線,騎士團們,找我們有什麼事嗎？,阿克,我想光是一首歌是不夠的，但我還沒想到要送她什麼，還是有誰能夠幫我挑挑女生喜歡的漂亮又飛遜東西呢？,,,,0,0,0,
R-8,勃根地酒紅頭盔任務線,騎士團們,你能夠幫我找找漂亮的東西嗎？,瑟菲斯,這是我的專長，你找對人了！請問你要送給哪位女士的呢？根根據我最專業的判斷，最適合他的東西是口罩，我需要你跟我玩一個遊戲，我就給你！,,時尚的口罩,,500,0,200,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_office_fashion_mask.png?alt=media&token=63098bc5-f7fd-423c-8ac6-14bd63ec304c
R-9,勃根地酒紅頭盔任務線,騎士團們,這是阿克送你的禮物。,柯塔娜,(停止喃喃自語)能彈鋼琴給我聽嗎?,謝謝你們的演奏，但我想要的，是阿克的主動告白！,,時尚的口罩,200,0,0,
R-10,勃根地酒紅頭盔任務線,騎士團們,告白吧！,阿克,真的嗎？我現在覺得好緊張，是不是應該要動一動，讓全身熱起來，對！我們一起來。,謝謝你們讓我鼓起勇氣衝滿熱情的對柯塔娜表示我的心意，其實只要擁有熱情，很多事情都會有更不一樣的發展。恭喜你們完成獲得 [ 勃根地酒紅頭盔 ] ，得到了 [ 熱情 ] 的特質,勃根地酒紅頭盔,,200,0,0,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_red_helmet.png?alt=media&token=7906dec0-9dae-4116-8737-c1a98c9e6c91
Y-1,象牙盾牌任務線,騎士團們,如何可以獲得象牙盾牌？,大長老,盾牌是只有願意守護我們族人的勇士才能拿到的，你可以去請教歐菲斯將軍如何守護我們的國土。,,,,0,0,0,
Y-2,象牙盾牌任務線,騎士團們,請問如何可以守護我們的國土？,歐菲斯司令,就憑你們？那你們需要通過我的考驗我才願意傳授給你。,好吧恭喜你完成我的訓練，只是我覺得守護這片國主真的很辛苦，我真的快撐不下去了，人生好難，可以幫我問問大長老我為什麼要麼辛苦去守護這個國主嗎？ ,,,500,200,0,
Y-3,象牙盾牌任務線,騎士團們,歐菲斯覺得辛苦，想知道為什麼我們族人必須世世代代守護微王國的安全呢？,大長老,關於這個問題，有一個人可以幫你解答，它是微王國傳說中的將領，曾帶領一場遠古戰役，卻在戰役中犧牲了，但他的靈魂仍在微王國中，若你真的想知道答案，就去找溫德斯將軍之靈吧！,,,,0,0,0
Y-4,象牙盾牌任務線,騎士團們,為什麼我們族人必須世世代代守護微王國的安全呢？,溫德斯將軍之靈,這個問題嗎？我想了解你們有沒有基本常識，來個測試吧！恭喜你們完成我的挑戰，好啦，歐菲斯家族世世代代這麼盡忠職守守護微王國，這是一個責任傳承。,恭喜你完成了任務，我相信你有找到歐菲斯禮物的能力，接下來就請你穿過微王國的樹林去尋找沃德吧！他是微王國的八卦中心，他什麼都知道，他會告訴你們歐菲斯喜歡什麼,,,400,0,0,
Y-5,象牙盾牌任務線,騎士團們,請問歐菲斯喜歡什麼呢？,沃德,我現在在研究一個溫德斯將軍之前設計的一個古老的陷阱，它叫做手結，解法有些複雜，不過你們團隊越團結破解的速度將會越快。,恭喜你們，那我來告訴你歐菲斯最喜歡的就是可愛的洋娃娃！真是跟他堅毅木訥的外表一點都不搭呢！哈哈哈你要找娃娃就去找可愛的小朋友拿吧。,,,200,0,0,
Y-6,象牙盾牌任務線,騎士團們,你好，聽說妳這裡有歐菲斯司令最喜歡的洋娃娃，可以送給我們嗎? 將軍想送給它慰勞他們家族世代守護王國的辛苦,柯塔娜,嘻嘻嘻...好啊！那我就送你們，不過你們大人好奇怪喔∼竟然喜歡洋娃娃,,歐菲斯的禮物-洋娃娃,,0,0,0,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_office_gift_doll.png?alt=media&token=6d3ed274-3e23-4a98-b9a3-8cdfab6ff0ec
Y-7,象牙盾牌任務線,騎士團們,歐菲斯司令，這是溫德斯將軍要送給你的禮物,歐菲斯司令,禮物？才不喜歡這個勒(臉紅丟掉) 這個是小女孩在玩的，誰⋯跟你亂說的我才沒有喜歡洋娃娃,,,,0,0,0,
Y-8,象牙盾牌任務線,騎士團們,為什麼歐菲斯不歡我的禮物(洋娃娃)呢?,沃德,怎麼會呢他明明就是喜歡洋娃娃阿！我的訊息中心是出了什麼bug，你來幫我找找好嗎?,那你們應該知道她喜歡什麼了吧，你們把娃娃拿回去還看柯塔娜還能給你什麼吧,,,200,0,0,
Y-9,象牙盾牌任務線,騎士團們,歐菲斯說他不喜歡洋娃娃欸！不過沒關係，我剛得到一個新情報，他喜歡微軟的產品，你能送我一個微軟的產品嗎？,柯塔娜,你們大人最壞了，不喜歡我的禮物你幹嘛還又來找我，想要我的禮物可以，但這次我不會再簡單的送給你，這裡有一個謎題解解看吧,好啦恭喜你完成了，這個產品就給你吧！,歐菲斯的禮物-微軟產品,歐菲斯的禮物-洋娃娃,200,0,0,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_office_gift_mp.png?alt=media&token=9a5ac089-18ae-4a2c-9331-df2805faeb3b
Y-10,象牙盾牌任務線,騎士團們,司令，這是您的新禮物，請您收下吧！,歐菲斯司令,哇！這我真的妄想很久了，謝謝你，我會繼續努力的為了國主付出的，你說你們是什麼來著的？可以幫我在電腦裡呈現嗎？我到時候要好好表揚你們,很好，辛苦你們了！感謝你們保持著 [ 堅毅 ] 不饒的精神為了讓我開心四處奔波，這是給你們的獎賞 [ 象牙盾牌 ] 我相信你們可以和我一同帶著責任心一起保護國主！,象牙盾牌,歐菲斯的禮物-微軟產品,200,0,0,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_office_ele_shield.png?alt=media&token=b19865ab-7162-4ed9-81e1-ca88823f9ec1
B-1,冷靜盔甲任務線,騎士團們,大家都說你是王國裡最冷靜的人，怎麼會有人都不生氣，一定會有讓你生氣的地方吧？,大長老,每個人都有地雷，只是我的地雷很難發現而已，沃德是王國裡最八卦的人，你們能去找他,,,,0,0,0,
B-2,冷靜盔甲任務線,騎士團們,大長老讓我來找你，如何讓大長老生氣？,沃德,你們竟然想知道如何讓大長老生氣哈哈哈，每個人都很好奇這件事，不過我現在想先認識些新朋友，你來幫幫我吧,真是太好了，我最喜歡認識新朋友了，不過你們想知道的話，能去問問瑟菲斯，她可是很有經驗的哈哈哈哈！,,,200,0,0,
B-3,冷靜盔甲任務線,騎士團們,沃德說你知道如何讓大長老生氣，你知道怎麼讓大長老生氣嗎？,瑟菲斯,沃德那個大嘴巴，竟然告訴你們我知道如何讓大長老生氣，不過我是不會輕易告訴你的，先回答我的問題吧,你們蠻厲害的，我很尊敬大長老，不過我不太喜歡柯塔娜，你們能去問阿克，也許他知道該怎麼做呢！,,,200,0,0,
B-4,冷靜盔甲任務線,騎士團們,瑟菲斯說你知道如何讓大長老生氣,阿克,大長老一直是個平靜的人，想惹他生氣也不是沒辦法，就是⋯⋯，你們這群人怎麼可以套小孩子的話，不然你們陪我寫寫詩吧，我想送給我最愛的柯塔娜,哇!!!你們太厲害了，我要去送給柯塔娜了，你們就去找神秘人吧，他什麼都知道的，不過很難找到他就是了,,,200,0,0,
B-5,冷靜盔甲任務線,騎士團們,阿克讓我來找你，你知道如何讓大長老生氣嗎,神秘人,想知道如何讓大長老生氣，先幫我個忙吧,在王國裡有個小女孩，柯塔娜，大長老十分喜愛他，如果讓柯塔娜難過，大長老就會非常生氣，所以你們看到柯塔娜時就一直罵他，至於要罵什麼，你就看看他的特點吧！,,,200,0,0,
B-6,冷靜盔甲任務線,騎士團們,你好醜又好吵，大家都不喜歡你！,柯塔娜,你們怎麼可以這樣，我明明就人見人愛，你們太過分了，我要處罰你們,嗚嗚嗚嗚嗚我一定要找大長老討回公道，你們還是快去向大長老道歉吧，他現在一定非常生氣,,,200,0,200,
B-7,冷靜盔甲任務線,騎士團們,大長老對不起,大長老,你們這群王八蛋，竟然讓柯塔娜難過，快去找其他人來幫忙！,太好了!這樣我能向他們詢問那邊有什麼好玩的，帶柯塔娜出去走走，他心情就能平復了，不過你們幾個下次不能再這樣子做了，你們也要學會用 [ 冷靜 ] 沉穩的態度面對任何事物哦，絕對不可以像今天這樣魯莽行事。,冷靜盔甲,,200,0,0,https://firebasestorage.googleapis.com/v0/b/msseed14th.appspot.com/o/item_red_armor.png?alt=media&token=ed94f68e-402b-430a-adef-afe42fb08cf5
